PRODUCT,AGRICULTURE,TRANSFORMATION,PACKAGING,TRANSPORT,SUPERMARKET AND DISTRIBUTION,CONSUMPTION,TOTAL IMPACT
"firm cheese, around 14% fat, maasdam-type cheese, reduced fat",4.5065019,0.46607297,0.26266115,0.21150363,0.03557378,0.006687562,5.489000992
"firm cheese, around 27% fat, maasdam-type cheese",4.8740373,0.42900795,0.26266115,0.21150363,0.03557378,0.006687562,5.819471372
"soft-ripened washed-rind cheese, from pasteurised milk (vieux panã©-type cheese)",4.6508876,0.25141259,0.26266115,0.21150363,0.03557378,0.006687562,5.418726312
"soft-ripened cheese, double cream, around 30% fat",4.5420937,0.25812289,0.26266115,0.21150363,0.03557378,0.006687562,5.316642712
soft-ripened cheese with bloomy rind (camembert-type cheese),4.6720139,0.25051788,0.26266115,0.21150363,0.03557378,0.006687562,5.438957902
"soft-ripened washed-rind cheese, reduced fat, around 13% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"soft -ripened washed, bloomy and coloured rind cheese",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"soft-ripened cheese, triple cream, around 40% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"hard cheese, emmental-type cheese, reduced fat",5.3188116,0.3864226,0.26266115,0.21150363,0.03557378,0.006687562,6.221660322
"blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292
"auvergne blue cheese, from cow's milk",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.006687562,5.479401082
"bresse blue cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292
"bresse blue cheese, from cow's milk, reduced fat, around 15% fat",4.3014958,0.27109614,0.26266115,0.21150363,0.03557378,0.006687562,5.089018062
"causses blue cheese, from cow's milk",4.7352584,0.24693905,0.26266115,0.21150363,0.03557378,0.006687562,5.498623572
"soft ripened cheese with bloomy rind, from ewe's milk, camembert-type cheese",4.7479417,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,5.558341432
"semi-hard cheese, from ewe's milk",3.9373469,0.38642648,0.26266115,0.21150363,0.03557378,0.006687562,4.840199502
"corsica soft ripened cheese, from ewe's milk",7.5175743,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,8.327974032
"soft-ripened cheese with bloomy rind, from goat's milk, camembert-type cheese",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.610914932
"soft-ripened cheese, from goat's milk, from pasteurised milk",6.8005152,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,7.610914932
"cheese, buche, from goat's milk",4.8786305,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,5.689030232
"cheese, buche, from goat's milk, light",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732
"cheese, semi-dry, from goat's milk",5.1088246,0.40693074,0.26266115,0.21150363,0.03557378,0.006687562,6.032181462
"cheese, from goat's milk, fresh, from raw milk",4.3612,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,5.171601372
"cheese, from goat's milk, fresh, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,6.206462372
"cheese, from goat's milk, fresh",4.9525491,0.29397361,0.26266115,0.21150527,0.03557378,0.006687562,5.762950472
"cheese, from goat's milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732
"cheese, from goat's milk, from raw milk",5.6178169,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.428216632
"cheese, from goat's milk, from pasteurised milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732
"cheese, dry, from goat's milk",4.93331,0.29810043,0.26266115,0.21150363,0.03557378,0.006687562,5.747836552
"processed cheese, double cream, around 31% fat",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"processed cheese, around 20% fat, in wedges or cubes",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"processed cheese, in slices",4.445018,0.26349113,0.26266115,0.21150363,0.03557378,0.006687562,5.224935252
"soft-ripened round cheese with bloomy rind, 5 to 11% fat, camembert-type cheese, reduced fat",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212
"soft-ripened round cheese with bloomy rind, around 11% fat, coulommiers-type cheese, reduced fat",4.234349,0.27512232,0.26266115,0.21150363,0.03557378,0.006687562,5.025897442
"soft-ripened round cheese with bloomy rind, around 5% fat, camembert-type cheese, reduced fat",4.2616204,0.2733329,0.26266115,0.21150363,0.03557378,0.006687562,5.051379422
feta-type cheese from cow's milk,4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.006687562,5.150386882
"feta-type cheese from cow's milk, in oil and spices",4.3659961,0.26796466,0.26266115,0.21150363,0.03557378,0.006687562,5.150386882
"gorgonzola cheese, from cow's milk",4.4738705,0.26170172,0.18055336,0.21150363,0.03557378,0.006687562,5.169890552
"gouda cheese, from cow's milk",5.0334827,0.41402421,0.26266115,0.21150363,0.03557378,0.006687562,5.963933032
"grana padano cheese, from cow's milk",5.2367284,0.39430877,0.26266115,0.21150363,0.03557378,0.006687562,6.147463292
"gruyere cheese, from cow's milk",5.3571395,0.38326813,0.26266115,0.21150363,0.03557378,0.006687562,6.256833752
"gruyere cheese, france, protected geographical indication, from cow's milk",5.2731724,0.39036569,0.26266115,0.21150363,0.03557378,0.006687562,6.179964212
"langres cheese, from cow's milk",4.2205115,0.27556967,0.26266115,0.21150363,0.03557378,0.006687562,5.012507292
"livarot cheese, from cow's milk",4.5732898,0.25588612,0.26266115,0.21150363,0.03557378,0.006687562,5.345602042
"maroilles ""fermier"" cheese",4.7151412,0.24783376,0.26266115,0.21150363,0.03557378,0.006687562,5.479401082
"maroilles ""laitier"" cheese",4.6003481,0.25454406,0.26266115,0.21150363,0.03557378,0.006687562,5.371318282
"maroilles cheese, from cow's milk",4.7072245,0.24872847,0.26266115,0.21150363,0.03557378,0.006687562,5.472379092
"mimolette cheese, half-old, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.006687562,6.158445162
"mimolette cheese, extra old, from cow's milk",5.3569937,0.38247951,0.26266115,0.21150363,0.03557378,0.006687562,6.255899332
"mimolette cheese, young, from cow's milk",5.1427812,0.4045608,0.26266115,0.21150363,0.03557378,0.006687562,6.063768122
"mimolette cheese, old, from cow's milk",5.4746799,0.37380472,0.26266115,0.21150363,0.03557378,0.006687562,6.364910742
"mimolette cheese, from cow's milk",5.2492875,0.39273154,0.26266115,0.21150363,0.03557378,0.006687562,6.158445162
"vacherin cheese or mont d'or cheese, from cow's milk",4.3909126,0.2666226,0.26266115,0.21150363,0.03557378,0.006687562,5.173961322
"morbier cheese, from cow's milk",5.0148795,0.41639006,0.26266115,0.21150363,0.03557378,0.006687562,5.947695682
"mozzarella cheese, from cow's milk",3.8494775,0.29704263,0.26266115,0.21150363,0.03557378,0.006687562,4.662946252
"munster cheese, from cow's milk",4.5521411,0.25722818,0.26266115,0.21150363,0.03557378,0.006687562,5.325795402
"ossau-iraty cheese, from ewe's milk",4.4855436,0.31387294,0.26266115,0.21150363,0.03557378,0.006687562,5.315842662
"parmesan cheese, from cow's milk",5.2787231,0.39036569,0.26266115,0.21150363,0.03557378,0.006687562,6.185514912
"picodon cheese, from goat's milk",6.0613288,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.871728532
"pouligny saint-pierre cheese, from goat's milk",5.6917356,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.502135332
"provolone cheese, from cow's milk",4.9700701,0.42112177,0.26266115,0.21150363,0.03557378,0.006687562,5.907617992
"raclette cheese, from cow's milk",4.9957379,0.41875592,0.26266115,0.21150363,0.03557378,0.006687562,5.930919942
"reblochon cheese, from cow's milk",4.5845034,0.25543877,0.26266115,0.21150363,0.03557378,0.006687562,5.356368292
"rocamadour cheese, from goat's milk",5.2482237,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.058623432
"roquefort cheese, from ewe's milk",5.3131728,0.29397361,0.18055336,0.21150363,0.03557378,0.006687562,6.041464742
"sainte maure cheese, from goat's milk",5.396061,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.206460732
goat cheese from raw milk,5.6178169,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.428216632
"saint-felicien cheese, from cow's milk",4.0484844,0.2858588,0.26266115,0.21150363,0.03557378,0.006687562,4.850769322
"saint-marcellin cheese, from cow's milk",3.9334446,0.29167439,0.26266115,0.21150363,0.03557378,0.006687562,4.741545112
"saint-nectaire cheese, from cow's milk, milk collected in an unique farm",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602
"saint-nectaire cheese, from cow's milk, milks collected in many farms",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602
"saint-nectaire cheese, from cow's milk",4.4518358,0.47080468,0.26266115,0.21150363,0.03557378,0.006687562,5.439066602
"saint-paulin cheese, from cow's milk (semi-hard cheese)",4.763965,0.44083721,0.26266115,0.21150363,0.03557378,0.006687562,5.721228332
"salers cheese, from cow's milk",5.0532747,0.41323559,0.26266115,0.21150363,0.03557378,0.006687562,5.982936412
"selles-sur-cher cheese, from goat's milk",5.6917356,0.29397361,0.26266115,0.21150363,0.03557378,0.006687562,6.502135332
"processed cheese snack w breadsticks, for children",4.3811181,0.44859949,0.18578351,0.21425449,0.037393191,0.006687562,5.273836343
processed cheese with fresh cream cheese and walnuts,4.5364047,0.45863164,0.18578351,0.21711751,0.037393191,0.006687562,5.442018113
"uncured soft cheese, spreadable, around 30-40% fat, flavoured (ex : garlic and herbs)",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212
"uncured soft cheese, spreadable, around 20% fat, in a tub",3.7733599,0.30106881,0.26266115,0.21150363,0.03557378,0.006687562,4.590854832
"uncured soft cheese, spreadable, around 25% fat, in a tub",4.1848973,0.27825379,0.26266115,0.21150363,0.03557378,0.006687562,4.979577212
tomme cheese (pdo) from the french bauges munntains,5.0089587,0.23128169,0.26266115,0.21150363,0.03557378,0.006687562,5.756666512
"tomme cheese, from mountain or savoy",4.9285575,0.23575522,0.26266115,0.21150363,0.03557378,0.006687562,5.680738842
"tomme cheese, from cow's milk",4.9754526,0.23351845,0.26266115,0.21150363,0.03557378,0.006687562,5.725397172
"tomme cheese, reduced fat, around 13% fat",4.9285575,0.23575522,0.26266115,0.21150363,0.03557378,0.006687562,5.680738842
